max_rank,min_size,tol,construction_time_sec,hmatrix_stored_elements,hmatrix_compressed_size_bytes,compression_ratio,reconstruction_time_sec,reconstruction_relative_error,hmatrix_mult_time_sec,hmatrix_mult_relative_error,status
8,512,0.1,4.254090070724487,17760256,142082048,2.5387453874538743,0.07694387435913086,0.9774691115928856,0.0019500255584716797,0.3091240080213916,OK
8,512,0.01,4.2621119022369385,17760256,142082048,2.5387453874538743,0.07506489753723145,0.9774691115928856,0.0033919811248779297,0.3091240080213916,OK
8,512,0.001,4.262055158615112,17760256,142082048,2.5387453874538743,0.0767202377319336,0.9774691115928856,0.0033779144287109375,0.3091240080213916,OK
8,512,0.0001,4.246675968170166,17760256,142082048,2.5387453874538743,0.07511186599731445,0.9774691115928856,0.0019469261169433594,0.3091240080213916,OK
8,512,1e-05,4.319958925247192,17760256,142082048,2.5387453874538743,0.08214402198791504,0.9774691115928856,0.0023822784423828125,0.3091240080213916,OK
8,512,1e-06,4.424704074859619,17760256,142082048,2.5387453874538743,0.07541108131408691,0.9774691115928856,0.0018999576568603516,0.3091240080213916,OK
16,512,0.1,4.28354287147522,18743296,149946368,2.4055944055944054,0.07681679725646973,0.9594324192675691,0.0021648406982421875,0.2905712367938277,OK
16,512,0.01,4.332536935806274,18743296,149946368,2.4055944055944054,0.0917661190032959,0.9594324192675691,0.0021932125091552734,0.2905712367938277,OK
16,512,0.001,4.267009019851685,18743296,149946368,2.4055944055944054,0.09296202659606934,0.9594324192675691,0.0023131370544433594,0.2905712367938277,OK
16,512,0.0001,4.251353979110718,18743296,149946368,2.4055944055944054,0.07878804206848145,0.9594324192675691,0.0023522377014160156,0.2905712367938277,OK
16,512,1e-05,4.381227970123291,18743296,149946368,2.4055944055944054,0.09961295127868652,0.9594324192675691,0.0031871795654296875,0.2905712367938277,OK
16,512,1e-06,4.356439113616943,18743296,149946368,2.4055944055944054,0.09957194328308105,0.9594324192675691,0.0023360252380371094,0.2905712367938277,OK
32,512,0.1,4.256625175476074,20709376,165675008,2.1772151898734178,0.08262491226196289,0.9251609110382444,0.003590106964111328,0.26606883467066844,OK
32,512,0.01,4.237783908843994,20709376,165675008,2.1772151898734178,0.0816507339477539,0.9251609110382444,0.0033490657806396484,0.26606883467066844,OK
32,512,0.001,4.254184007644653,20709376,165675008,2.1772151898734178,0.08162307739257812,0.9251609110382444,0.004197835922241211,0.26606883467066844,OK
32,512,0.0001,4.295034885406494,20709376,165675008,2.1772151898734178,0.0846710205078125,0.9251609110382444,0.003930091857910156,0.26606883467066844,OK
32,512,1e-05,4.333956956863403,20709376,165675008,2.1772151898734178,0.1089327335357666,0.9251609110382444,0.004024028778076172,0.26606883467066844,OK
32,512,1e-06,4.46360182762146,20709376,165675008,2.1772151898734178,0.09955692291259766,0.9251609110382444,0.003648042678833008,0.26606883467066844,OK
8,256,0.1,3.896191120147705,22773760,182190080,1.9798561151079137,0.08115601539611816,0.9625979704189703,0.0028769969940185547,0.3084732857126824,OK
8,256,0.01,4.056386947631836,22773760,182190080,1.9798561151079137,0.08321309089660645,0.9625979704189703,0.0028960704803466797,0.3084732857126824,OK
8,256,0.001,4.076141119003296,22773760,182190080,1.9798561151079137,0.08060908317565918,0.9625979704189703,0.0028793811798095703,0.3084732857126824,OK
8,256,0.0001,4.121416091918945,22773760,182190080,1.9798561151079137,0.08220577239990234,0.9625979704189703,0.003110170364379883,0.3084732857126824,OK
8,256,1e-05,4.141873836517334,22773760,182190080,1.9798561151079137,0.09331488609313965,0.9625979704189703,0.003566741943359375,0.3084732857126824,OK
8,256,1e-06,4.11522102355957,22773760,182190080,1.9798561151079137,0.08117198944091797,0.9625979704189703,0.0028600692749023438,0.3084732857126824,OK
16,256,0.1,3.8034980297088623,24576000,196608000,1.8346666666666667,0.08238101005554199,0.929647851715415,0.0033838748931884766,0.28753949600459217,OK
16,256,0.01,4.082005977630615,24576000,196608000,1.8346666666666667,0.08328890800476074,0.929647851715415,0.0034029483795166016,0.28753949600459217,OK
16,256,0.001,4.054415225982666,24576000,196608000,1.8346666666666667,0.08127212524414062,0.929647851715415,0.0033469200134277344,0.28753949600459217,OK
16,256,0.0001,4.072561264038086,24576000,196608000,1.8346666666666667,0.08435392379760742,0.929647851715415,0.003265857696533203,0.28753949600459217,OK
16,256,1e-05,4.162977695465088,24576000,196608000,1.8346666666666667,0.08218598365783691,0.929647851715415,0.0033729076385498047,0.28753949600459217,OK
16,256,1e-06,4.186619758605957,24576000,196608000,1.8346666666666667,0.0840141773223877,0.929647851715415,0.0033218860626220703,0.28753949600459217,OK
8,128,0.1,3.4050700664520264,24576000,196608000,1.8346666666666667,0.08722996711730957,0.9317411345669325,0.00611114501953125,0.34010340887450996,OK
8,128,0.01,3.657338857650757,24576000,196608000,1.8346666666666667,0.08620381355285645,0.9317411345669325,0.006082057952880859,0.34010340887450996,OK
8,128,0.001,3.6389591693878174,24576000,196608000,1.8346666666666667,0.08883190155029297,0.9317411345669325,0.006257057189941406,0.34010340887450996,OK
8,128,0.0001,3.4580087661743164,24576000,196608000,1.8346666666666667,0.0879359245300293,0.9317411345669325,0.006105899810791016,0.34010340887450996,OK
8,128,1e-05,3.6364831924438477,24576000,196608000,1.8346666666666667,0.08973431587219238,0.9317411345669325,0.005956172943115234,0.34010340887450996,OK
8,128,1e-06,3.461651086807251,24576000,196608000,1.8346666666666667,0.09311795234680176,0.9317411345669325,0.00644683837890625,0.34010340887450996,OK
