max_rank,min_size,tol,construction_time_sec,hmatrix_stored_elements,hmatrix_compressed_size_bytes,compression_ratio,reconstruction_time_sec,reconstruction_relative_error,hmatrix_mult_time_sec,hmatrix_mult_relative_error,status
8,512,0.1,1.8377902507781982,524288,4194304,32.0,0.025143146514892578,0.9505658405307321,0.0003077983856201172,0.7939368168821502,OK
8,512,0.01,1.8237411975860596,524288,4194304,32.0,0.023826122283935547,0.9505658405307321,0.0003261566162109375,0.7939368168821502,OK
8,512,0.001,1.82535719871521,524288,4194304,32.0,0.02380204200744629,0.9505658405307321,0.0003027915954589844,0.7939368168821502,OK
8,512,0.0001,1.9583959579467773,524288,4194304,32.0,0.025755882263183594,0.9505658405307321,0.0003528594970703125,0.7939368168821502,OK
8,512,1e-05,1.832409143447876,524288,4194304,32.0,0.02353191375732422,0.9505658405307321,0.0004608631134033203,0.7939368168821502,OK
8,512,1e-06,1.9535579681396484,524288,4194304,32.0,0.022556781768798828,0.9505658405307321,0.0003879070281982422,0.7939368168821502,OK
16,512,0.1,1.8333959579467773,1048576,8388608,16.0,0.02403402328491211,0.9160001244760794,0.0004448890686035156,0.5632626785857247,OK
16,512,0.01,1.822882890701294,1048576,8388608,16.0,0.023926973342895508,0.9160001244760794,0.00044226646423339844,0.5632626785857247,OK
16,512,0.001,1.8518569469451904,1048576,8388608,16.0,0.023382186889648438,0.9160001244760794,0.0004532337188720703,0.5632626785857247,OK
16,512,0.0001,2.0226550102233887,1048576,8388608,16.0,0.027822017669677734,0.9160001244760794,0.0005061626434326172,0.5632626785857247,OK
16,512,1e-05,1.825908899307251,1048576,8388608,16.0,0.02509307861328125,0.9160001244760794,0.00045418739318847656,0.5632626785857247,OK
16,512,1e-06,2.2226710319519043,1048576,8388608,16.0,0.024946928024291992,0.9160001244760794,0.000476837158203125,0.5632626785857247,OK
8,256,0.1,1.7293288707733154,1048576,8388608,16.0,0.015784025192260742,0.9211607618127508,0.0008800029754638672,0.805527558343267,OK
8,256,0.01,1.7324509620666504,1048576,8388608,16.0,0.015870094299316406,0.9211607618127508,0.0008602142333984375,0.805527558343267,OK
8,256,0.001,1.7289299964904785,1048576,8388608,16.0,0.01602792739868164,0.9211607618127508,0.0008001327514648438,0.805527558343267,OK
8,256,0.0001,1.7326669692993164,1048576,8388608,16.0,0.016083955764770508,0.9211607618127508,0.0008158683776855469,0.805527558343267,OK
8,256,1e-05,1.7340023517608643,1048576,8388608,16.0,0.017999887466430664,0.9211607618127508,0.0008728504180908203,0.805527558343267,OK
8,256,1e-06,1.7339222431182861,1048576,8388608,16.0,0.01596999168395996,0.9211607618127508,0.0008280277252197266,0.805527558343267,OK
32,512,0.1,1.8292789459228516,2097152,16777216,8.0,0.021925926208496094,0.8551163167191754,0.0006380081176757812,0.3940726880034542,OK
32,512,0.01,1.8127038478851318,2097152,16777216,8.0,0.02126789093017578,0.8551163167191754,0.0005600452423095703,0.3940726880034542,OK
32,512,0.001,1.8115839958190918,2097152,16777216,8.0,0.02150106430053711,0.8551163167191754,0.0005548000335693359,0.3940726880034542,OK
32,512,0.0001,2.164046049118042,2097152,16777216,8.0,0.026085853576660156,0.8551163167191754,0.000614166259765625,0.3940726880034542,OK
32,512,1e-05,1.8428239822387695,2097152,16777216,8.0,0.026035785675048828,0.8551163167191754,0.0005471706390380859,0.3940726880034542,OK
32,512,1e-06,1.9053151607513428,2097152,16777216,8.0,0.027940750122070312,0.8551163167191754,0.0005748271942138672,0.3940726880034542,OK
16,256,0.1,1.507282018661499,2097152,16777216,8.0,0.017093181610107422,0.8615500869345374,0.001157999038696289,0.6205576555326583,OK
16,256,0.01,1.7325482368469238,2097152,16777216,8.0,0.016984224319458008,0.8615500869345374,0.0011260509490966797,0.6205576555326583,OK
16,256,0.001,1.7301790714263916,2097152,16777216,8.0,0.01692795753479004,0.8615500869345374,0.0011489391326904297,0.6205576555326583,OK
16,256,0.0001,1.7501530647277832,2097152,16777216,8.0,0.017849206924438477,0.8615500869345374,0.0011277198791503906,0.6205576555326583,OK
16,256,1e-05,1.731748104095459,2097152,16777216,8.0,0.017889022827148438,0.8615500869345374,0.0011348724365234375,0.6205576555326583,OK
16,256,1e-06,1.7327702045440674,2097152,16777216,8.0,0.017147302627563477,0.8615500869345374,0.0011360645294189453,0.6205576555326583,OK
8,128,0.1,1.3018689155578613,2097152,16777216,8.0,0.01796889305114746,0.8658529280535414,0.002554178237915039,0.7374787660218015,OK
8,128,0.01,1.6627740859985352,2097152,16777216,8.0,0.017394065856933594,0.8658529280535414,0.002608060836791992,0.7374787660218015,OK
8,128,0.001,1.505584955215454,2097152,16777216,8.0,0.017722129821777344,0.8658529280535414,0.0025522708892822266,0.7374787660218015,OK
