max_rank,min_size,tol,construction_time_sec,hmatrix_stored_elements,hmatrix_compressed_size_bytes,compression_ratio,reconstruction_time_sec,reconstruction_relative_error,hmatrix_mult_time_sec,hmatrix_mult_relative_error,status
8,512,0.1,4.300505876541138,17760256,142082048,2.5387453874538743,0.09491705894470215,0.980742496986865,0.003016948699951172,0.19816797473544523,OK
8,512,0.01,4.247087001800537,17760256,142082048,2.5387453874538743,0.09715723991394043,0.980742496986865,0.0019981861114501953,0.19816797473544523,OK
8,512,0.001,4.2262609004974365,17760256,142082048,2.5387453874538743,0.10533595085144043,0.980742496986865,0.0020291805267333984,0.19816797473544523,OK
8,512,0.0001,4.240592956542969,17760256,142082048,2.5387453874538743,0.07810378074645996,0.980742496986865,0.0018658638000488281,0.19816797473544523,OK
8,512,1e-05,4.325403928756714,17760256,142082048,2.5387453874538743,0.09217095375061035,0.980742496986865,0.001898050308227539,0.19816797473544523,OK
8,512,1e-06,4.235635280609131,17760256,142082048,2.5387453874538743,0.07553625106811523,0.980742496986865,0.0023169517517089844,0.19816797473544523,OK
16,512,0.1,4.315623760223389,18743296,149946368,2.4055944055944054,0.09597611427307129,0.9632724495083762,0.002193927764892578,0.19105056329549233,OK
16,512,0.01,4.242640972137451,18743296,149946368,2.4055944055944054,0.08224773406982422,0.9632724495083762,0.0022029876708984375,0.19105056329549233,OK
16,512,0.001,4.235764980316162,18743296,149946368,2.4055944055944054,0.07901406288146973,0.9632724495083762,0.0021219253540039062,0.19105056329549233,OK
16,512,0.0001,4.236270189285278,18743296,149946368,2.4055944055944054,0.07813024520874023,0.9632724495083762,0.0023109912872314453,0.19105056329549233,OK
16,512,1e-05,4.419994115829468,18743296,149946368,2.4055944055944054,0.10701894760131836,0.9632724495083762,0.004402875900268555,0.19105056329549233,OK
16,512,1e-06,4.256627082824707,18743296,149946368,2.4055944055944054,0.08433914184570312,0.9632724495083762,0.0021581649780273438,0.19105056329549233,OK
32,512,0.1,4.224848747253418,20709376,165675008,2.1772151898734178,0.0953981876373291,0.9296690817088358,0.003944873809814453,0.17944252511970138,OK
32,512,0.01,4.2228617668151855,20709376,165675008,2.1772151898734178,0.08359289169311523,0.9296690817088358,0.002727031707763672,0.17944252511970138,OK
32,512,0.001,4.2048869132995605,20709376,165675008,2.1772151898734178,0.0818166732788086,0.9296690817088358,0.00525212287902832,0.17944252511970138,OK
32,512,0.0001,4.256194114685059,20709376,165675008,2.1772151898734178,0.0826420783996582,0.9296690817088358,0.00521087646484375,0.17944252511970138,OK
32,512,1e-05,4.37148904800415,20709376,165675008,2.1772151898734178,0.0876772403717041,0.9296690817088358,0.002913951873779297,0.17944252511970138,OK
32,512,1e-06,4.244164943695068,20709376,165675008,2.1772151898734178,0.0861060619354248,0.9296690817088358,0.004278898239135742,0.17944252511970138,OK
8,256,0.1,4.137993812561035,22773760,182190080,1.9798561151079137,0.08442211151123047,0.9651392635972236,0.003513813018798828,0.31487126788791037,OK
8,256,0.01,4.174409866333008,22773760,182190080,1.9798561151079137,0.07881593704223633,0.9651392635972236,0.003106832504272461,0.31487126788791037,OK
8,256,0.001,4.18343186378479,22773760,182190080,1.9798561151079137,0.08867835998535156,0.9651392635972236,0.003098011016845703,0.31487126788791037,OK
8,256,0.0001,4.081552982330322,22773760,182190080,1.9798561151079137,0.07944798469543457,0.9651392635972236,0.0028908252716064453,0.31487126788791037,OK
8,256,1e-05,4.045938014984131,22773760,182190080,1.9798561151079137,0.07912230491638184,0.9651392635972236,0.0030422210693359375,0.31487126788791037,OK
8,256,1e-06,4.011146783828735,22773760,182190080,1.9798561151079137,0.07967829704284668,0.9651392635972236,0.003042936325073242,0.31487126788791037,OK
16,256,0.1,4.057576894760132,24576000,196608000,1.8346666666666667,0.08831405639648438,0.9325516192092478,0.0034110546112060547,0.28215582955268204,OK
16,256,0.01,4.169739007949829,24576000,196608000,1.8346666666666667,0.08150196075439453,0.9325516192092478,0.00350189208984375,0.28215582955268204,OK
16,256,0.001,4.119556903839111,24576000,196608000,1.8346666666666667,0.08247089385986328,0.9325516192092478,0.003471851348876953,0.28215582955268204,OK
16,256,0.0001,4.208495140075684,24576000,196608000,1.8346666666666667,0.08399367332458496,0.9325516192092478,0.005182981491088867,0.28215582955268204,OK
16,256,1e-05,3.944636344909668,24576000,196608000,1.8346666666666667,0.0809028148651123,0.9325516192092478,0.0034008026123046875,0.28215582955268204,OK
16,256,1e-06,3.9977409839630127,24576000,196608000,1.8346666666666667,0.08157801628112793,0.9325516192092478,0.003173828125,0.28215582955268204,OK
8,128,0.1,3.6445729732513428,24576000,196608000,1.8346666666666667,0.08533811569213867,0.9335986879298064,0.006245851516723633,0.5403813676156121,OK
8,128,0.01,3.9411308765411377,24576000,196608000,1.8346666666666667,0.08391809463500977,0.9335986879298064,0.006095170974731445,0.5403813676156121,OK
8,128,0.001,3.6484689712524414,24576000,196608000,1.8346666666666667,0.08704686164855957,0.9335986879298064,0.006104946136474609,0.5403813676156121,OK
8,128,0.0001,3.6228787899017334,24576000,196608000,1.8346666666666667,0.08295798301696777,0.9335986879298064,0.006094932556152344,0.5403813676156121,OK
8,128,1e-05,3.5728399753570557,24576000,196608000,1.8346666666666667,0.0855417251586914,0.9335986879298064,0.006191730499267578,0.5403813676156121,OK
8,128,1e-06,3.6090261936187744,24576000,196608000,1.8346666666666667,0.08652782440185547,0.9335986879298064,0.006022930145263672,0.5403813676156121,OK
64,512,0.1,4.28196120262146,24641536,197132288,1.8297872340425532,0.0949249267578125,0.8658965097443538,0.0029451847076416016,0.1602658674404479,OK
64,512,0.01,4.2141032218933105,24641536,197132288,1.8297872340425532,0.09293198585510254,0.8658965097443538,0.002953052520751953,0.1602658674404479,OK
64,512,0.001,4.211287021636963,24641536,197132288,1.8297872340425532,0.09239912033081055,0.8658965097443538,0.0027649402618408203,0.1602658674404479,OK
64,512,0.0001,4.198332071304321,24641536,197132288,1.8297872340425532,0.09222197532653809,0.8658965097443538,0.0027849674224853516,0.1602658674404479,OK
64,512,1e-05,4.33952522277832,24641536,197132288,1.8297872340425532,0.11413002014160156,0.8658965097443538,0.00279998779296875,0.1602658674404479,OK
64,512,1e-06,4.208079814910889,24641536,197132288,1.8297872340425532,0.09441399574279785,0.8658965097443538,0.0027740001678466797,0.1602658674404479,OK
32,256,0.1,4.103153944015503,28180480,225443840,1.6,0.08876800537109375,0.8703609303281675,0.005553245544433594,0.23651555413244865,OK
32,256,0.01,4.063402891159058,28180480,225443840,1.6,0.08690524101257324,0.8703609303281675,0.006007194519042969,0.23651555413244865,OK
